"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-09-12","78",",,U","104","H,,U","59","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-09-13","76",",,U","97","H,,U","52","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-09-14","72",",,U","92","H,,U","57","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-09-15","71",",,U","92","H,,U","52","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-09-16","69",",,U","86","H,,U","46","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-09-17","67",",,U","82","H,,U","55","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-09-18","66",",,U","80","H,,U","56","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-09-19","65",",,U","75","H,,U","59","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-09-20","63",",,U","73","H,,U","59","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-09-21","65",",,U","79","H,,U","55","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-09-22","66",",,U","81","H,,U","52","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-09-23","67",",,U","83","H,,U","57","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-09-24","67",",,U","82","H,,U","54","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-09-25","67",",,U","87","H,,U","50","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-09-26","70",",,U","88","H,,U","52","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-09-27","65",",,U","80","H,,U","49","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-09-28","66",",,U","79","H,,U","56","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-09-29","66",",,U","83","H,,U","50","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-09-30","71",",,U","91","H,,U","58","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-01","66",",,U","74","H,,U","60","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-02","64",",,U","74","H,,U","61","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-03","67",",,U","90","H,,U","55","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-04","69",",,U","97","H,,U","54","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-05","68",",,U","91","H,,U","53","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-06","63",",,U","79","H,,U","52","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-07","62",",,U","74","H,,U","49","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-08","67",",,U","90","H,,U","45","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-09","76",",,U","93","H,,U","52","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-10","65",",,U","93","H,,U","46","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-11","61",",,U","88","H,,U","43","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-12","63",",,U","90","H,,U","45","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-13","64",",,U","83","H,,U","45","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-14","63",",,U","83","H,,U","46","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-15","65",",,U","81","H,,U","55","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-16","66",",,U","82","H,,U","55","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-17","66",",,U","81","H,,U","54","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-18","67",",,U","81","H,,U","53","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-19","62",",,U","69","H,,U","55","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-20","65",",,U","83","H,,U","49","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-21","69",",,U","86","H,,U","49","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-22","66",",,U","89","H,,U","44","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-23","68",",,U","93","H,,U","46","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-24","71",",,U","97","H,,U","47","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-25","71",",,U","99","H,,U","48","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-26","66",",,U","94","H,,U","47","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-27","66",",,U","93","H,,U","46","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-28","66",",,U","93","H,,U","47","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-29","64",",,U","90","H,,U","45","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-30","63",",,U","88","H,,U","47","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-10-31","60",",,U","80","H,,U","46","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-11-01","58",",,U","69","H,,U","50","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-11-02","52",",,U","70","H,,U","34","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-11-03","49",",,U","75","H,,U","31","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-11-04","53",",,U","82","H,,U","33","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-11-05","53",",,U","78","H,,U","38","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-11-06","59",",,U","73","H,,U","44","H,,U"
"USR0000CVAL","VALLEY CENTER CALIFORNIA, CA US","33.2372","-117.0086","452.0","1990-11-07","51",",,U","71","H,,U","36","H,,U"
